A9_BG_2663.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
BG_212.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming
A9_BG_8427.txt	URW: Russia is the Victim	URW: Russia is the Victim: The West is russophobic
BG_245.txt	CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Criticism of institutions and authorities: Criticism of national governments
BG_277.txt	CC: Criticism of institutions and authorities	CC: Criticism of institutions and authorities: Criticism of the EU;CC: Criticism of institutions and authorities: Criticism of international entities
BG_63.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Doomsday scenarios for humans
BG_877.txt	Other	Other
BG_73.txt	CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of national governments
BG_950.txt	CC: Criticism of climate policies;CC: Controversy about green technologies;CC: Climate change is beneficial;CC: Amplifying Climate Fears	CC: Criticism of climate policies: Climate policies are ineffective;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Other;CC: Climate change is beneficial: Temperature increase is beneficial;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming
BG_909.txt	CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate movement;CC: Criticism of climate policies	CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other
BG_979.txt	CC: Criticism of climate movement;CC: Criticism of climate policies	CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Other;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are only for profit
